time, participant, keyorder, session, condition, correct, response, error, RT
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 1.97603478253
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.75230955012
2015-12-03_10-53, 056, 08, practice, control, blue, blue, 0, 0.578024225022
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.950413928317
2015-12-03_10-53, 056, 08, practice, control, blue, blue, 0, 1.13072872505
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 0.950295313251
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.938822940612
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.636975147465
2015-12-03_10-53, 056, 08, practice, control, blue, blue, 0, 0.552207464638
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.679636395082
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.602407273628
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 0.707235825117
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.675689191796
2015-12-03_10-53, 056, 08, practice, control, blue, blue, 0, 0.50930363008
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 0.704817225662
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.562184522188
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.52042589696
2015-12-03_10-53, 056, 08, practice, control, green, green, 0, 0.563218386406
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 0.517917379633
2015-12-03_10-53, 056, 08, practice, control, blue, blue, 0, 0.524013811385
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.599593035536
2015-12-03_10-53, 056, 08, practice, control, black, black, 0, 0.451706449905
2015-12-03_10-53, 056, 08, practice, control, red, red, 0, 0.631856716062
2015-12-03_10-53, 056, 08, practice, incompatible, green, green, 0, 1.57036283966
2015-12-03_10-53, 056, 08, practice, incompatible, red, blue, 1, 1.45141679957
2015-12-03_10-53, 056, 08, practice, compatible, blue, blue, 0, 1.69720826051
2015-12-03_10-53, 056, 08, practice, compatible, green, green, 0, 0.604975098488
2015-12-03_10-53, 056, 08, practice, incompatible, blue, blue, 0, 1.14024586225
2015-12-03_10-53, 056, 08, practice, incompatible, black, black, 0, 1.33493259603
2015-12-03_10-53, 056, 08, practice, incompatible, red, red, 0, 0.752875458772
2015-12-03_10-53, 056, 08, practice, incompatible, blue, black, 1, 1.33295248969
2015-12-03_10-53, 056, 08, practice, compatible, blue, blue, 0, 1.55189830021
2015-12-03_10-53, 056, 08, practice, compatible, red, red, 0, 1.02383435827
2015-12-03_10-53, 056, 08, practice, incompatible, red, red, 0, 1.41425163842
2015-12-03_10-53, 056, 08, practice, incompatible, blue, blue, 0, 1.11216240622
2015-12-03_10-53, 056, 08, practice, compatible, red, red, 0, 1.138578364
2015-12-03_10-53, 056, 08, practice, incompatible, green, green, 0, 1.09341433849
2015-12-03_10-53, 056, 08, practice, compatible, blue, blue, 0, 0.832802881658
2015-12-03_10-53, 056, 08, practice, compatible, black, black, 0, 0.600207538102
2015-12-03_10-53, 056, 08, practice, incompatible, black, blue, 1, 1.25803330099
2015-12-03_10-53, 056, 08, practice, incompatible, black, black, 0, 1.36186625118
2015-12-03_10-53, 056, 08, practice, compatible, black, black, 0, 0.828486823779
2015-12-03_10-53, 056, 08, practice, compatible, green, green, 0, 0.868498363877
2015-12-03_10-53, 056, 08, practice, compatible, red, red, 0, 0.794243802171
2015-12-03_10-53, 056, 08, practice, compatible, black, black, 0, 0.756177549152
