time, participant, keyorder, session, condition, correct, response, error, RT
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 1.57608793806
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 0.626108294088
2015-11-10_09-22, 013, 13, practice, control, blue, blue, 0, 1.41679165984
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.699481839512
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.586131267324
2015-11-10_09-22, 013, 13, practice, control, blue, blue, 0, 0.7432970496
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.667052614985
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.518079752789
2015-11-10_09-22, 013, 13, practice, control, blue, blue, 0, 0.774345354616
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.519852105013
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 0.432993836561
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.504332926723
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.509342347127
2015-11-10_09-22, 013, 13, practice, control, blue, blue, 0, 0.757393601472
2015-11-10_09-22, 013, 13, practice, control, blue, blue, 0, 0.512889729999
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.50480088587
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.739147403688
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.588529605782
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 0.398821339855
2015-11-10_09-22, 013, 13, practice, control, black, black, 0, 0.364811844455
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 0.51008082722
2015-11-10_09-22, 013, 13, practice, control, green, green, 0, 0.578474797549
2015-11-10_09-22, 013, 13, practice, control, red, red, 0, 0.772291767745
2015-11-10_09-22, 013, 13, practice, compatible, green, green, 0, 1.43877119974
2015-11-10_09-22, 013, 13, practice, compatible, blue, blue, 0, 0.547674055549
2015-11-10_09-22, 013, 13, practice, incompatible, black, black, 0, 1.05565423214
2015-11-10_09-22, 013, 13, practice, compatible, blue, blue, 0, 0.516459305538
2015-11-10_09-22, 013, 13, practice, compatible, red, red, 0, 0.517156078724
2015-11-10_09-22, 013, 13, practice, incompatible, red, green, 1, 0.626593471683
2015-11-10_09-22, 013, 13, practice, compatible, red, red, 0, 0.988374486699
2015-11-10_09-22, 013, 13, practice, incompatible, blue, red, 1, 0.930266051802
2015-11-10_09-22, 013, 13, practice, incompatible, blue, blue, 0, 1.31056340292
2015-11-10_09-22, 013, 13, practice, compatible, green, green, 0, 0.810503712297
2015-11-10_09-22, 013, 13, practice, incompatible, red, red, 0, 0.862485058214
2015-11-10_09-22, 013, 13, practice, compatible, green, green, 0, 1.04455215965
2015-11-10_09-22, 013, 13, practice, incompatible, black, black, 0, 0.78582164137
2015-11-10_09-22, 013, 13, practice, compatible, black, black, 0, 1.08269178672
2015-11-10_09-22, 013, 13, practice, incompatible, green, green, 0, 0.89379049205
2015-11-10_09-22, 013, 13, practice, compatible, black, black, 0, 0.662739967767
2015-11-10_09-22, 013, 13, practice, incompatible, black, black, 0, 0.894347604493
2015-11-10_09-22, 013, 13, practice, incompatible, blue, blue, 0, 1.00657744705
2015-11-10_09-22, 013, 13, practice, compatible, black, black, 0, 0.54968555288
2015-11-10_09-22, 013, 13, practice, compatible, red, red, 0, 1.12136862937
2015-11-10_09-22, 013, 13, practice, compatible, blue, blue, 0, 0.898680913848
2015-11-10_09-22, 013, 13, practice, incompatible, green, green, 0, 0.440853101387
2015-11-10_09-22, 013, 13, practice, incompatible, green, green, 0, 0.640177296443
2015-11-10_09-22, 013, 13, practice, incompatible, red, blue, 1, 0.786534485107
2015-11-10_09-22, 013, 13, trial, incompatible, green, red, 1, 1.22014512473
2015-11-10_09-22, 013, 13, trial, compatible, red, red, 0, 1.05861886622
2015-11-10_09-22, 013, 13, trial, compatible, red, red, 0, 0.631293725292
2015-11-10_09-22, 013, 13, trial, compatible, green, green, 0, 0.905115639095
2015-11-10_09-22, 013, 13, trial, incompatible, black, black, 0, 0.553836346689
2015-11-10_09-22, 013, 13, trial, incompatible, black, black, 0, 1.01177359195
2015-11-10_09-22, 013, 13, trial, compatible, blue, blue, 0, 0.576026716909
2015-11-10_09-22, 013, 13, trial, incompatible, green, green, 0, 1.35977755296
2015-11-10_09-22, 013, 13, trial, compatible, black, black, 0, 0.481206255577
2015-11-10_09-22, 013, 13, trial, compatible, black, black, 0, 0.447740863126
2015-11-10_09-22, 013, 13, trial, incompatible, red, blue, 1, 1.0476235481
2015-11-10_09-22, 013, 13, trial, incompatible, blue, blue, 0, 1.11917270333
2015-11-10_09-22, 013, 13, trial, compatible, black, black, 0, 0.665314317024
2015-11-10_09-22, 013, 13, trial, compatible, blue, blue, 0, 1.09200161012
2015-11-10_09-22, 013, 13, trial, incompatible, red, red, 0, 1.32008023031
2015-11-10_09-22, 013, 13, trial, incompatible, green, green, 0, 0.438136795593
2015-11-10_09-22, 013, 13, trial, incompatible, black, black, 0, 0.483958911427
2015-11-10_09-22, 013, 13, trial, compatible, red, red, 0, 1.48478577955
2015-11-10_09-22, 013, 13, trial, compatible, blue, blue, 0, 0.792968062458
2015-11-10_09-22, 013, 13, trial, incompatible, red, red, 0, 1.16837078282
2015-11-10_09-22, 013, 13, trial, compatible, red, red, 0, 0.818239769564
2015-11-10_09-22, 013, 13, trial, incompatible, blue, blue, 0, 1.24617099985
2015-11-10_09-22, 013, 13, trial, compatible, green, green, 0, 0.400243201009
2015-11-10_09-22, 013, 13, trial, incompatible, blue, blue, 0, 1.16773829184
2015-11-10_09-22, 013, 13, trial, incompatible, black, black, 0, 0.630688783827
2015-11-10_09-22, 013, 13, trial, incompatible, green, green, 0, 0.488043127237
2015-11-10_09-22, 013, 13, trial, compatible, green, green, 0, 0.432057918267
2015-11-10_09-22, 013, 13, trial, compatible, green, green, 0, 0.462373482672
2015-11-10_09-22, 013, 13, trial, incompatible, black, black, 0, 0.399086121319
2015-11-10_09-22, 013, 13, trial, compatible, blue, blue, 0, 0.670679967981
2015-11-10_09-22, 013, 13, trial, compatible, blue, blue, 0, 0.40472191059
2015-11-10_09-22, 013, 13, trial, incompatible, red, red, 0, 0.548505132628
2015-11-10_09-22, 013, 13, trial, incompatible, blue, blue, 0, 0.887108969051
2015-11-10_09-22, 013, 13, trial, incompatible, green, green, 0, 0.657601217689
2015-11-10_09-22, 013, 13, trial, incompatible, blue, blue, 0, 0.659313879293
2015-11-10_09-22, 013, 13, trial, incompatible, red, red, 0, 0.930493335313
2015-11-10_09-22, 013, 13, trial, compatible, black, black, 0, 0.435256340598
2015-11-10_09-22, 013, 13, trial, compatible, red, red, 0, 1.15514433651
2015-11-10_09-22, 013, 13, trial, compatible, green, green, 0, 0.581223244445
2015-11-10_09-22, 013, 13, trial, compatible, black, black, 0, 0.3956749555
