time, participant, keyorder, session, condition, correct, response, error, RT
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 1.3872372485
2015-12-03_12-31, 058, 10, practice, control, blue, blue, 0, 0.846074377003
2015-12-03_12-31, 058, 10, practice, control, red, red, 0, 0.380731403453
2015-12-03_12-31, 058, 10, practice, control, red, red, 0, 0.428745251571
2015-12-03_12-31, 058, 10, practice, control, blue, blue, 0, 0.398932311356
2015-12-03_12-31, 058, 10, practice, control, red, blue, 1, 0.402771230567
2015-12-03_12-31, 058, 10, practice, control, blue, blue, 0, 0.490827229121
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 0.819242883861
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 0.516203965875
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 1.15685541512
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 0.432534811609
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 0.438856994615
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 0.474811134205
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 0.895000413238
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 0.47235235868
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 0.512447694582
2015-12-03_12-31, 058, 10, practice, control, red, red, 0, 0.963352153591
2015-12-03_12-31, 058, 10, practice, control, red, red, 0, 0.346762727015
2015-12-03_12-31, 058, 10, practice, control, green, green, 0, 0.60390603238
2015-12-03_12-31, 058, 10, practice, control, blue, blue, 0, 1.37735049145
2015-12-03_12-31, 058, 10, practice, control, blue, blue, 0, 0.358866820534
2015-12-03_12-31, 058, 10, practice, control, black, black, 0, 0.54626025829
2015-12-03_12-31, 058, 10, practice, control, red, red, 0, 0.329573108205
2015-12-03_12-31, 058, 10, practice, incompatible, black, black, 0, 1.29238116301
2015-12-03_12-31, 058, 10, practice, incompatible, green, green, 0, 1.31875770998
2015-12-03_12-31, 058, 10, practice, compatible, red, red, 0, 0.949235047614
2015-12-03_12-31, 058, 10, practice, compatible, green, green, 0, 1.017262701
2015-12-03_12-31, 058, 10, practice, compatible, green, green, 0, 0.432550499407
2015-12-03_12-31, 058, 10, practice, incompatible, red, red, 0, 0.61266709419
2015-12-03_12-31, 058, 10, practice, incompatible, blue, blue, 0, 0.97433667394
2015-12-03_12-31, 058, 10, practice, incompatible, black, black, 0, 0.62780582025
2015-12-03_12-31, 058, 10, practice, compatible, blue, blue, 0, 0.741567234081
2015-12-03_12-31, 058, 10, practice, compatible, red, red, 0, 0.781419983043
2015-12-03_12-31, 058, 10, practice, incompatible, blue, blue, 0, 1.34967797923
2015-12-03_12-31, 058, 10, practice, compatible, black, black, 0, 0.971323468641
2015-12-03_12-31, 058, 10, practice, compatible, blue, blue, 0, 1.12372240095
2015-12-03_12-31, 058, 10, practice, incompatible, red, red, 0, 1.11445856431
2015-12-03_12-31, 058, 10, practice, incompatible, green, green, 0, 0.630841983306
2015-12-03_12-31, 058, 10, practice, compatible, black, black, 0, 0.588740522273
2015-12-03_12-31, 058, 10, practice, compatible, black, black, 0, 0.4622283715
2015-12-03_12-31, 058, 10, practice, compatible, red, red, 0, 0.50430993581
2015-12-03_12-31, 058, 10, practice, incompatible, blue, blue, 0, 0.81676765528
2015-12-03_12-31, 058, 10, practice, incompatible, black, black, 0, 1.12478764077
2015-12-03_12-31, 058, 10, practice, incompatible, green, green, 0, 1.35003879861
2015-12-03_12-31, 058, 10, practice, incompatible, red, red, 0, 0.969253827057
2015-12-03_12-31, 058, 10, practice, compatible, green, green, 0, 0.668973665926
2015-12-03_12-31, 058, 10, practice, compatible, blue, blue, 0, 1.08072673538
2015-12-03_12-31, 058, 10, trial, compatible, black, black, 0, 1.4963875973
2015-12-03_12-31, 058, 10, trial, incompatible, red, red, 0, 0.749238950433
2015-12-03_12-31, 058, 10, trial, compatible, red, red, 0, 0.676559673326
