time, participant, keyorder, session, condition, correct, response, error, RT
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 1.66186824085
2015-12-03_16-06, 061, 13, practice, control, black, black, 0, 0.66604310854
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 0.701421391117
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 0.664920856969
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.62920433014
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 0.833055799587
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.664093995172
2015-12-03_16-06, 061, 13, practice, control, black, black, 0, 0.745104258818
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 0.746294618395
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.672707362093
2015-12-03_16-06, 061, 13, practice, control, black, black, 0, 0.558854499872
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 0.480769436799
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 0.632143305367
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 0.475544634468
2015-12-03_16-06, 061, 13, practice, control, black, black, 0, 0.485898964453
2015-12-03_16-06, 061, 13, practice, control, black, black, 0, 0.596413003885
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 0.356748967668
2015-12-03_16-06, 061, 13, practice, control, green, green, 0, 0.594179979613
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.544231558037
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 0.598098868333
2015-12-03_16-06, 061, 13, practice, control, red, red, 0, 1.19937126362
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.750973408798
2015-12-03_16-06, 061, 13, practice, control, blue, blue, 0, 0.521049200001
2015-12-03_16-06, 061, 13, practice, compatible, blue, blue, 0, 0.89859636288
2015-12-03_16-06, 061, 13, practice, incompatible, blue, blue, 0, 0.874046105295
2015-12-03_16-06, 061, 13, practice, incompatible, black, black, 0, 0.676993957521
2015-12-03_16-06, 061, 13, practice, incompatible, red, red, 0, 1.28960442258
2015-12-03_16-06, 061, 13, practice, compatible, black, black, 0, 0.63250068108
2015-12-03_16-06, 061, 13, practice, incompatible, black, black, 0, 0.937168451761
2015-12-03_16-06, 061, 13, practice, incompatible, blue, blue, 0, 0.945223562616
2015-12-03_16-06, 061, 13, practice, incompatible, red, red, 0, 0.904904005976
2015-12-03_16-06, 061, 13, practice, compatible, green, green, 0, 0.521910115796
2015-12-03_16-06, 061, 13, practice, incompatible, black, blue, 1, 0.833608698846
2015-12-03_16-06, 061, 13, practice, compatible, green, green, 0, 1.30362931491
2015-12-03_16-06, 061, 13, practice, compatible, green, green, 0, 0.633458784709
2015-12-03_16-06, 061, 13, practice, incompatible, green, green, 0, 0.896387444252
2015-12-03_16-06, 061, 13, practice, compatible, red, red, 0, 0.859643557902
2015-12-03_16-06, 061, 13, practice, compatible, black, black, 0, 0.790010392207
2015-12-03_16-06, 061, 13, practice, compatible, red, red, 0, 1.21553505343
2015-12-03_16-06, 061, 13, practice, incompatible, green, green, 0, 0.595739959044
2015-12-03_16-06, 061, 13, practice, incompatible, red, red, 0, 0.877573564299
2015-12-03_16-06, 061, 13, practice, compatible, red, red, 0, 0.831229510204
2015-12-03_16-06, 061, 13, practice, compatible, blue, blue, 0, 0.795698175931
2015-12-03_16-06, 061, 13, practice, compatible, blue, blue, 0, 0.519065267366
2015-12-03_16-06, 061, 13, practice, compatible, black, black, 0, 0.718361153027
2015-12-03_16-06, 061, 13, practice, incompatible, green, green, 0, 0.602661722078
2015-12-03_16-06, 061, 13, practice, incompatible, blue, blue, 0, 0.646175085021
2015-12-03_16-06, 061, 13, trial, incompatible, red, red, 0, 0.645975352552
2015-12-03_16-06, 061, 13, trial, incompatible, red, red, 0, 0.562344078582
2015-12-03_16-06, 061, 13, trial, compatible, blue, blue, 0, 0.639798186032
2015-12-03_16-06, 061, 13, trial, incompatible, black, black, 0, 0.44248661563
2015-12-03_16-06, 061, 13, trial, compatible, black, black, 0, 0.526475265317
2015-12-03_16-06, 061, 13, trial, incompatible, black, black, 0, 0.47768621035
2015-12-03_16-06, 061, 13, trial, compatible, red, red, 0, 0.59221250004
2015-12-03_16-06, 061, 13, trial, compatible, blue, blue, 0, 0.749237802545
2015-12-03_16-06, 061, 13, trial, incompatible, green, green, 0, 0.636634224807
2015-12-03_16-06, 061, 13, trial, compatible, green, green, 0, 0.554872094697
2015-12-03_16-06, 061, 13, trial, compatible, green, green, 0, 0.492010701375
2015-12-03_16-06, 061, 13, trial, incompatible, black, black, 0, 0.566194859301
2015-12-03_16-06, 061, 13, trial, compatible, green, green, 0, 0.575580372039
2015-12-03_16-06, 061, 13, trial, compatible, blue, blue, 0, 0.632573380633
2015-12-03_16-06, 061, 13, trial, incompatible, green, green, 0, 0.70599840214
2015-12-03_16-06, 061, 13, trial, incompatible, black, black, 0, 0.561242106356
2015-12-03_16-06, 061, 13, trial, incompatible, blue, blue, 0, 0.560042181049
2015-12-03_16-06, 061, 13, trial, incompatible, red, red, 0, 0.671465730196
2015-12-03_16-06, 061, 13, trial, incompatible, green, green, 0, 0.675202487397
2015-12-03_16-06, 061, 13, trial, compatible, red, red, 0, 0.637943582085
2015-12-03_16-06, 061, 13, trial, compatible, red, red, 0, 0.674697034166
2015-12-03_16-06, 061, 13, trial, incompatible, blue, blue, 0, 0.600427932546
2015-12-03_16-06, 061, 13, trial, compatible, black, black, 0, 0.514153838383
2015-12-03_16-06, 061, 13, trial, incompatible, green, green, 0, 0.59189874406
2015-12-03_16-06, 061, 13, trial, compatible, blue, blue, 0, 0.677498262863
2015-12-03_16-06, 061, 13, trial, compatible, blue, blue, 0, 0.5488326747
2015-12-03_16-06, 061, 13, trial, incompatible, red, red, 0, 0.56875311843
2015-12-03_16-06, 061, 13, trial, compatible, black, black, 0, 0.668012501264
2015-12-03_16-06, 061, 13, trial, compatible, black, black, 0, 0.635236097547
2015-12-03_16-06, 061, 13, trial, incompatible, blue, blue, 0, 0.742979901253
2015-12-03_16-06, 061, 13, trial, incompatible, blue, blue, 0, 0.555838616168
2015-12-03_16-06, 061, 13, trial, compatible, black, black, 0, 0.562523531698
2015-12-03_16-06, 061, 13, trial, incompatible, green, green, 0, 0.754976858581
