time, participant, keyorder, session, condition, correct, response, error, RT
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 1.80338022327
2015-11-12_10-08, 022, 22, practice, control, black, black, 0, 1.12424928142
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.881914110449
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.963604306263
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.784681132092
2015-11-12_10-08, 022, 22, practice, control, black, black, 0, 0.588400747504
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 1.14977294781
2015-11-12_10-08, 022, 22, practice, control, black, black, 0, 0.669824250735
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.65788927934
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.739264953916
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.586515533217
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 0.441926446416
2015-11-12_10-08, 022, 22, practice, control, black, black, 0, 0.472423910348
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.626045343096
2015-11-12_10-08, 022, 22, practice, control, black, black, 0, 0.544300431299
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 0.927821584575
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.524757260007
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.632268807758
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 0.547657237662
2015-11-12_10-08, 022, 22, practice, control, green, green, 0, 0.895280115217
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.522439292045
2015-11-12_10-08, 022, 22, practice, control, red, red, 0, 0.668971370149
2015-11-12_10-08, 022, 22, practice, control, blue, blue, 0, 1.03901479092
2015-11-12_10-08, 022, 22, practice, compatible, green, green, 0, 0.879068114127
2015-11-12_10-08, 022, 22, practice, compatible, red, red, 0, 0.891857879255
2015-11-12_10-08, 022, 22, practice, incompatible, green, green, 0, 2.22985686605
2015-11-12_10-08, 022, 22, practice, incompatible, red, red, 0, 0.862540443911
2015-11-12_10-08, 022, 22, practice, compatible, green, green, 0, 0.812104170047
2015-11-12_10-08, 022, 22, practice, incompatible, blue, blue, 0, 1.38814522769
2015-11-12_10-08, 022, 22, practice, incompatible, black, black, 0, 0.965902377505
2015-11-12_10-08, 022, 22, practice, compatible, black, black, 0, 0.822831180916
2015-11-12_10-08, 022, 22, practice, incompatible, blue, blue, 0, 0.973853030577
2015-11-12_10-08, 022, 22, practice, incompatible, green, green, 0, 1.00815574235
2015-11-12_10-08, 022, 22, practice, compatible, black, black, 0, 0.631849063477
2015-11-12_10-08, 022, 22, practice, incompatible, red, red, 0, 0.551054220095
2015-11-12_10-08, 022, 22, practice, compatible, green, green, 0, 0.704371845222
2015-11-12_10-08, 022, 22, practice, incompatible, green, blue, 1, 0.851232219219
2015-11-12_10-08, 022, 22, practice, compatible, red, red, 0, 1.18871733494
2015-11-12_10-08, 022, 22, practice, compatible, red, red, 0, 0.968514204727
2015-11-12_10-08, 022, 22, practice, compatible, blue, blue, 0, 1.19435078531
2015-11-12_10-08, 022, 22, practice, compatible, black, black, 0, 0.859492801978
2015-11-12_10-08, 022, 22, practice, compatible, blue, blue, 0, 1.03995682412
2015-11-12_10-08, 022, 22, practice, incompatible, red, red, 0, 1.20618206418
2015-11-12_10-08, 022, 22, practice, incompatible, black, black, 0, 0.968143819619
2015-11-12_10-08, 022, 22, practice, incompatible, blue, blue, 0, 1.15793136856
