time, participant, keyorder, session, condition, correct, response, error, RT
2015-11-20_11-46, 039, 15, practice, control, green, green, 0, 1.28962286603
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.780321738139
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.666986027456
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.676429107644
2015-11-20_11-46, 039, 15, practice, control, green, red, 1, 0.68871544265
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.741335361734
2015-11-20_11-46, 039, 15, practice, control, green, green, 0, 1.06602886338
2015-11-20_11-46, 039, 15, practice, control, blue, blue, 0, 0.870471779042
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.784296019902
2015-11-20_11-46, 039, 15, practice, control, blue, blue, 0, 1.59893003933
2015-11-20_11-46, 039, 15, practice, control, blue, blue, 0, 0.591575685829
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.708142246152
2015-11-20_11-46, 039, 15, practice, control, green, green, 0, 0.681011756405
2015-11-20_11-46, 039, 15, practice, control, blue, blue, 0, 0.704330195588
2015-11-20_11-46, 039, 15, practice, control, blue, blue, 0, 0.753864660917
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.562005223539
2015-11-20_11-46, 039, 15, practice, control, green, green, 0, 0.826935659259
2015-11-20_11-46, 039, 15, practice, control, green, green, 0, 0.556238363547
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.438613091599
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.675045551001
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.524699700101
2015-11-20_11-46, 039, 15, practice, control, red, red, 0, 0.627589864223
2015-11-20_11-46, 039, 15, practice, control, black, black, 0, 0.563013429223
2015-11-20_11-46, 039, 15, practice, compatible, red, red, 0, 1.32486950719
2015-11-20_11-46, 039, 15, practice, incompatible, green, green, 0, 0.904872063099
2015-11-20_11-46, 039, 15, practice, incompatible, green, blue, 1, 0.94096085254
2015-11-20_11-46, 039, 15, practice, incompatible, green, green, 0, 1.70016269034
2015-11-20_11-46, 039, 15, practice, incompatible, red, red, 0, 1.36684836051
2015-11-20_11-46, 039, 15, practice, incompatible, blue, blue, 0, 0.779183824019
2015-11-20_11-46, 039, 15, practice, compatible, black, black, 0, 0.676548102699
2015-11-20_11-46, 039, 15, practice, compatible, green, green, 0, 1.36762967209
2015-11-20_11-46, 039, 15, practice, incompatible, black, black, 0, 0.747921030138
2015-11-20_11-46, 039, 15, practice, incompatible, black, black, 0, 0.634987071245
2015-11-20_11-46, 039, 15, practice, compatible, black, black, 0, 0.757583734639
2015-11-20_11-46, 039, 15, practice, compatible, blue, blue, 0, 0.822791876502
2015-11-20_11-46, 039, 15, practice, compatible, red, red, 0, 0.990720298872
2015-11-20_11-46, 039, 15, practice, compatible, green, green, 0, 0.829398589048
2015-11-20_11-46, 039, 15, practice, incompatible, red, green, 1, 0.751319085047
2015-11-20_11-46, 039, 15, practice, compatible, blue, blue, 0, 1.39223409962
2015-11-20_11-46, 039, 15, practice, incompatible, red, red, 0, 1.15013081803
2015-11-20_11-46, 039, 15, practice, compatible, black, black, 0, 0.898732913113
2015-11-20_11-46, 039, 15, practice, incompatible, blue, blue, 0, 0.822165143709
2015-11-20_11-46, 039, 15, practice, compatible, green, green, 0, 1.62482466404
2015-11-20_11-46, 039, 15, practice, incompatible, blue, blue, 0, 1.37056360802
2015-11-20_11-46, 039, 15, practice, incompatible, black, black, 0, 0.752833115367
2015-11-20_11-46, 039, 15, practice, compatible, red, red, 0, 1.02383956865
2015-11-20_11-46, 039, 15, practice, compatible, blue, blue, 0, 0.915228841646
2015-11-20_11-46, 039, 15, trial, compatible, red, red, 0, 0.95609350333
2015-11-20_11-46, 039, 15, trial, compatible, green, green, 0, 0.946743017363
2015-11-20_11-46, 039, 15, trial, incompatible, blue, green, 1, 0.874783914929
2015-11-20_11-46, 039, 15, trial, compatible, red, X, 1, -1
2015-11-20_11-46, 039, 15, trial, compatible, black, black, 0, 0.847493489708
2015-11-20_11-46, 039, 15, trial, incompatible, blue, blue, 0, 1.83167900874
2015-11-20_11-46, 039, 15, trial, compatible, blue, blue, 0, 0.79466810328
2015-11-20_11-46, 039, 15, trial, compatible, black, black, 0, 0.789524149874
2015-11-20_11-46, 039, 15, trial, incompatible, black, black, 0, 1.71773493106
2015-11-20_11-46, 039, 15, trial, incompatible, blue, blue, 0, 1.06147185021
2015-11-20_11-46, 039, 15, trial, incompatible, red, red, 0, 1.247899986
2015-11-20_11-46, 039, 15, trial, incompatible, green, green, 0, 0.982072687229
2015-11-20_11-46, 039, 15, trial, compatible, blue, blue, 0, 0.749325248302
2015-11-20_11-46, 039, 15, trial, incompatible, green, X, 1, -1
2015-11-20_11-46, 039, 15, trial, incompatible, red, red, 0, 0.912785425517
2015-11-20_11-46, 039, 15, trial, incompatible, blue, blue, 0, 0.90625944595
2015-11-20_11-46, 039, 15, trial, compatible, black, black, 0, 0.905938044517
2015-11-20_11-46, 039, 15, trial, incompatible, black, black, 0, 1.05935404434
2015-11-20_11-46, 039, 15, trial, incompatible, green, green, 0, 1.55330825382
2015-11-20_11-46, 039, 15, trial, compatible, green, green, 0, 1.413214726
2015-11-20_11-46, 039, 15, trial, compatible, black, black, 0, 1.02722997114
2015-11-20_11-46, 039, 15, trial, incompatible, black, black, 0, 0.980588118708
2015-11-20_11-46, 039, 15, trial, incompatible, green, green, 0, 0.823920225103
2015-11-20_11-46, 039, 15, trial, compatible, black, black, 0, 0.748165142178
2015-11-20_11-46, 039, 15, trial, compatible, red, red, 0, 1.74503109559
2015-11-20_11-46, 039, 15, trial, compatible, green, green, 0, 0.828044494202
2015-11-20_11-46, 039, 15, trial, incompatible, black, black, 0, 0.705768084379
2015-11-20_11-46, 039, 15, trial, incompatible, black, black, 0, 1.28210666395
2015-11-20_11-46, 039, 15, trial, compatible, green, green, 0, 0.943949503244
2015-11-20_11-46, 039, 15, trial, compatible, blue, blue, 0, 0.667271462537
2015-11-20_11-46, 039, 15, trial, compatible, blue, blue, 0, 0.630343203163
2015-11-20_11-46, 039, 15, trial, incompatible, red, red, 0, 1.06403961808
2015-11-20_11-46, 039, 15, trial, compatible, red, red, 0, 1.28696173869
2015-11-20_11-46, 039, 15, trial, incompatible, red, red, 0, 0.821164590439
